order_id,customer_id,store_id,order_date
ORD001230,CUST00779,STORE009,2025-04-25
ORD001231,CUST00872,STORE016,2024-11-27
ORD001232,CUST00358,STORE017,2025-05-29
ORD001233,CUST00035,STORE019,2025-12-11
ORD001234,CUST00110,STORE017,2024-04-25
ORD001235,CUST00283,STORE010,2026-01-26
ORD001236,CUST00787,STORE016,2025-06-21
ORD001237,CUST00372,STORE009,2026-01-26
ORD001238,CUST00021,STORE014,2025-06-25
ORD001239,CUST00927,STORE007,2025-07-15
ORD001240,CUST00723,STORE011,2026-02-05
ORD001241,CUST00079,STORE008,2025-02-05
ORD001242,CUST00045,STORE018,2024-08-11
ORD001243,CUST00782,STORE016,2024-12-04
ORD001244,CUST00570,STORE012,2025-04-11
ORD001245,CUST00438,STORE018,2024-08-01
ORD001246,CUST00742,STORE015,2024-07-31
ORD001247,CUST00940,STORE007,2024-05-10
ORD001248,CUST00786,STORE020,2025-12-12
ORD001249,CUST00952,STORE014,2025-08-26
ORD001250,CUST00055,STORE016,2025-03-10
ORD001251,CUST00557,STORE019,2025-08-02
ORD001252,CUST00310,STORE008,2025-06-07
ORD001253,CUST00938,STORE007,2025-04-14
ORD001254,CUST00070,STORE006,2024-04-09
ORD001255,CUST00511,STORE004,2025-10-03
ORD001256,CUST00845,STORE015,2024-12-03
ORD001257,CUST00792,STORE001,2025-09-18
ORD001258,CUST00968,STORE013,2025-12-25
ORD001259,CUST00935,STORE007,2025-02-20
ORD001260,CUST00187,STORE020,2025-02-21
ORD001261,CUST00587,STORE011,2024-12-23
ORD001262,CUST00402,STORE007,2025-05-20
ORD001263,CUST00554,STORE017,2024-02-23
ORD001264,CUST00694,STORE012,2025-12-22
ORD001265,CUST00374,STORE011,2025-08-08
ORD001266,CUST00947,STORE019,2025-01-15
ORD001267,CUST00914,STORE018,2025-01-29
ORD001268,CUST00478,STORE009,2025-09-28
ORD001269,CUST00176,STORE002,2024-12-25
ORD001270,CUST00649,STORE005,2025-12-13
ORD001271,CUST00206,STORE005,2025-10-12
ORD001272,CUST00756,STORE013,2025-04-22
ORD001273,CUST00212,STORE015,2026-01-20
ORD001274,CUST00336,STORE016,2024-07-11
ORD001275,CUST00952,STORE009,2025-03-16
ORD001276,CUST00652,STORE008,2025-08-09
ORD001277,CUST00292,STORE003,2025-03-01
ORD001278,CUST00719,STORE008,2025-03-24
ORD001279,CUST00726,STORE005,2024-03-31
ORD001280,CUST00957,STORE018,2025-04-25
ORD001281,CUST00818,STORE004,2024-08-02
ORD001282,CUST00258,STORE014,2024-11-27
ORD001283,CUST00653,STORE019,2026-01-29
ORD001284,CUST00290,STORE015,2025-07-19
ORD001285,CUST00165,STORE010,2025-05-30
ORD001286,CUST00233,STORE007,2024-02-26
ORD001287,CUST00697,STORE002,2025-07-24
ORD001288,CUST00141,STORE019,2024-08-01
ORD001289,CUST00438,STORE017,2024-11-01
ORD001290,CUST00392,STORE012,2025-05-05
ORD001291,CUST00898,STORE004,2025-11-16
ORD001292,CUST00578,STORE016,2025-01-31
ORD001293,CUST00646,STORE017,2024-05-16
ORD001294,CUST00343,STORE016,2025-03-04
ORD001295,CUST00043,STORE020,2024-07-01
ORD001296,CUST00866,STORE011,2025-02-03
ORD001297,CUST00838,STORE002,2025-12-21
ORD001298,CUST00202,STORE010,2024-11-26
ORD001299,CUST00770,STORE016,2024-02-18
ORD001300,CUST00797,STORE017,2024-09-10
ORD001301,CUST00436,STORE007,2025-09-22
ORD001302,CUST00276,STORE014,2025-03-16
ORD001303,CUST00273,STORE014,2024-04-07
ORD001304,CUST00419,STORE019,2024-07-25
ORD001305,CUST00490,STORE007,2025-07-21
ORD001306,CUST00493,STORE020,2025-02-22
ORD001307,CUST00921,STORE016,2024-07-18
ORD001308,CUST00124,STORE020,2024-11-09
ORD001309,CUST00446,STORE004,2025-01-10
ORD001310,CUST00842,STORE003,2025-08-23
ORD001311,CUST00895,STORE001,2024-09-17
ORD001312,CUST00370,STORE011,2024-12-08
ORD001313,CUST00611,STORE018,2025-12-05
ORD001314,CUST00160,STORE004,2025-04-22
ORD001315,CUST00088,STORE006,2025-02-14
ORD001316,CUST00881,STORE008,2024-08-07
ORD001317,CUST00219,STORE009,2024-10-18
ORD001318,CUST00666,STORE019,2025-07-30
ORD001319,CUST00353,STORE018,2024-07-27
ORD001320,CUST00741,STORE020,2026-02-15
ORD001321,CUST00114,STORE002,2024-07-22
ORD001322,CUST00760,STORE012,2024-08-07
ORD001323,CUST00632,STORE009,2024-07-14
ORD001324,CUST00361,STORE019,2024-11-22
ORD001325,CUST00002,STORE010,2024-08-14
ORD001326,CUST00589,STORE004,2024-07-07
ORD001327,CUST00258,STORE019,2025-08-16
ORD001328,CUST00238,STORE009,2024-06-28
ORD001329,CUST00561,STORE011,2024-05-08
ORD001330,CUST00374,STORE001,2025-12-06
ORD001331,CUST00601,STORE016,2024-04-22
ORD001332,CUST00319,STORE017,2025-09-27
ORD001333,CUST00880,STORE010,2025-01-16
ORD001334,CUST00565,STORE005,2025-11-02
ORD001335,CUST00864,STORE008,2024-03-09
ORD001336,CUST00425,STORE001,2025-01-30
ORD001337,CUST00360,STORE013,2025-04-04
ORD001338,CUST00652,STORE013,2024-07-21
ORD001339,CUST00860,STORE003,2024-10-03
ORD001340,CUST00516,STORE019,2024-09-25
ORD001341,CUST00954,STORE002,2025-10-31
ORD001342,CUST00921,STORE001,2025-06-26
ORD001343,CUST00953,STORE003,2026-02-04
ORD001344,CUST00839,STORE019,2025-03-22
ORD001345,CUST00523,STORE015,2024-06-16
ORD001346,CUST00861,STORE002,2024-08-18
ORD001347,CUST00928,STORE001,2024-07-11
ORD001348,CUST00169,STORE020,2025-04-09
ORD001349,CUST00888,STORE018,2025-05-13
ORD001350,CUST00486,STORE011,2026-01-12
ORD001351,CUST00879,STORE014,2024-07-16
ORD001352,CUST00788,STORE013,2024-12-28
ORD001353,CUST00318,STORE005,2025-03-27
ORD001354,CUST00443,STORE014,2025-10-07
ORD001355,CUST00398,STORE014,2024-02-18
ORD001356,CUST00872,STORE009,2025-03-08
ORD001357,CUST00597,STORE020,2025-08-26
ORD001358,CUST00514,STORE006,2024-11-28
ORD001359,CUST00694,STORE020,2025-10-28
ORD001360,CUST00404,STORE016,2025-07-23
ORD001361,CUST00173,STORE020,2024-09-07
ORD001362,CUST00839,STORE002,2024-02-28
ORD001363,CUST00692,STORE002,2025-04-20
ORD001364,CUST00347,STORE005,2024-10-02
ORD001365,CUST00741,STORE004,2024-07-08
ORD001366,CUST00450,STORE008,2025-06-22
ORD001367,CUST00702,STORE002,2025-03-30
ORD001368,CUST00539,STORE009,2024-06-27
ORD001369,CUST00297,STORE011,2024-10-03
ORD001370,CUST00357,STORE019,2025-07-17
ORD001371,CUST00456,STORE002,2024-10-02
ORD001372,CUST00347,STORE007,2025-06-13
ORD001373,CUST00754,STORE004,2024-05-03
ORD001374,CUST00071,STORE011,2026-01-21
ORD001375,CUST00324,STORE005,2024-04-12
ORD001376,CUST00474,STORE007,2024-09-13
ORD001377,CUST00439,STORE005,2025-03-26
ORD001378,CUST00833,STORE007,2025-02-17
ORD001379,CUST00479,STORE002,2024-05-05
ORD001380,CUST00482,STORE013,2024-09-09
ORD001381,CUST00615,STORE008,2024-08-11
ORD001382,CUST00845,STORE009,2025-07-05
ORD001383,CUST00049,STORE002,2025-11-14
ORD001384,CUST00438,STORE004,2024-08-04
ORD001385,CUST00175,STORE002,2025-09-26
ORD001386,CUST00313,STORE016,2025-06-26
ORD001387,CUST00193,STORE005,2025-09-18
ORD001388,CUST00194,STORE009,2025-06-16
ORD001389,CUST00051,STORE010,2025-03-06
ORD001390,CUST00870,STORE007,2025-02-01
ORD001391,CUST00224,STORE016,2025-08-14
ORD001392,CUST00401,STORE012,2025-07-09
ORD001393,CUST00397,STORE013,2025-04-23
ORD001394,CUST00214,STORE017,2024-10-26
ORD001395,CUST00142,STORE004,2024-07-31
ORD001396,CUST00915,STORE008,2024-11-08
ORD001397,CUST00877,STORE008,2024-06-10
ORD001398,CUST00435,STORE010,2024-06-24
ORD001399,CUST00366,STORE013,2025-09-19
ORD001400,CUST00587,STORE020,2025-07-07
ORD001401,CUST00370,STORE015,2024-02-23
ORD001402,CUST00722,STORE012,2024-04-25
ORD001403,CUST00717,STORE006,2025-12-03
ORD001404,CUST00001,STORE011,2025-11-15
ORD001405,CUST00058,STORE007,2024-10-03
ORD001406,CUST00176,STORE005,2024-09-02
ORD001407,CUST00665,STORE007,2025-03-18
ORD001408,CUST00086,STORE017,2025-01-03
ORD001409,CUST00311,STORE009,2024-11-06
ORD001410,CUST00821,STORE012,2024-06-02
ORD001411,CUST00436,STORE002,2025-03-10
ORD001412,CUST00487,STORE007,2025-12-26
ORD001413,CUST00585,STORE003,2024-12-10
ORD001414,CUST00284,STORE003,2025-06-22
ORD001415,CUST00020,STORE006,2024-06-15
ORD001416,CUST00306,STORE001,2026-02-16
ORD001417,CUST00286,STORE005,2025-11-03
ORD001418,CUST00277,STORE005,2026-01-29
ORD001419,CUST00460,STORE005,2024-12-13
ORD001420,CUST00888,STORE009,2025-12-14
ORD001421,CUST00879,STORE020,2025-07-29
ORD001422,CUST00108,STORE013,2025-02-07
ORD001423,CUST00385,STORE017,2025-01-09
ORD001424,CUST00796,STORE008,2025-04-26
ORD001425,CUST00826,STORE014,2025-09-18
ORD001426,CUST00561,STORE020,2025-11-09
ORD001427,CUST00661,STORE004,2024-12-30
ORD001428,CUST00568,STORE001,2025-04-02
ORD001429,CUST00437,STORE005,2024-03-15
ORD001430,CUST00231,STORE019,2025-05-13
ORD001431,CUST00632,STORE005,2024-11-21
ORD001432,CUST00086,STORE017,2024-03-18
ORD001433,CUST00305,STORE016,2025-12-10
ORD001434,CUST00913,STORE010,2025-07-04
ORD001435,CUST00254,STORE017,2025-08-09
ORD001436,CUST00346,STORE017,2025-11-13
ORD001437,CUST00866,STORE016,2025-07-02
ORD001438,CUST00893,STORE009,2025-01-06
ORD001439,CUST00494,STORE005,2024-11-16
ORD001440,CUST00827,STORE017,2024-07-12
ORD001441,CUST00652,STORE017,2025-01-04
ORD001442,CUST00851,STORE013,2025-07-18
ORD001443,CUST00531,STORE006,2025-03-07
ORD001444,CUST00985,STORE017,2025-01-06
ORD001445,CUST00415,STORE020,2025-04-25
ORD001446,CUST00435,STORE003,2024-04-14
ORD001447,CUST00779,STORE010,2025-12-09
ORD001448,CUST00056,STORE020,2025-12-14
ORD001449,CUST00092,STORE017,2024-03-10
ORD001450,CUST00883,STORE016,2025-01-20
ORD001451,CUST00652,STORE010,2025-05-21
ORD001452,CUST00534,STORE010,2024-10-04
ORD001453,CUST00404,STORE015,2024-05-20
ORD001454,CUST00380,STORE016,2025-01-24
ORD001455,CUST00300,STORE007,2024-04-02
ORD001456,CUST00599,STORE019,2024-08-08
ORD001457,CUST00441,STORE010,2024-07-13
ORD001458,CUST00676,STORE013,2025-04-30
ORD001459,CUST00138,STORE001,2025-11-26
ORD001460,CUST00438,STORE020,2024-03-22
ORD001461,CUST00516,STORE006,2025-02-21
ORD001462,CUST00058,STORE010,2025-03-17
ORD001463,CUST00996,STORE003,2025-10-29
ORD001464,CUST00810,STORE020,2024-08-28
ORD001465,CUST00119,STORE012,2025-09-09
ORD001466,CUST00120,STORE018,2024-05-01
ORD001467,CUST00018,STORE015,2024-10-06
ORD001468,CUST00135,STORE008,2024-02-25
ORD001469,CUST00760,STORE014,2025-01-01
ORD001470,CUST00496,STORE012,2025-11-16
ORD001471,CUST00439,STORE005,2025-02-09
ORD001472,CUST00161,STORE007,2024-08-20
ORD001473,CUST00411,STORE015,2025-08-09
ORD001474,CUST00984,STORE014,2024-06-28
ORD001475,CUST00308,STORE015,2024-06-14
ORD001476,CUST00807,STORE020,2024-09-28
ORD001477,CUST00112,STORE014,2024-06-15
ORD001478,CUST00035,STORE017,2024-07-11
ORD001479,CUST00636,STORE014,2025-10-20
ORD001480,CUST00176,STORE006,2025-08-18
ORD001481,CUST00969,STORE010,2024-10-15
ORD001482,CUST00747,STORE010,2025-10-28
ORD001483,CUST00423,STORE008,2024-12-19
ORD001484,CUST00831,STORE012,2025-11-08
ORD001485,CUST00052,STORE018,2024-05-22
ORD001486,CUST00879,STORE017,2025-06-15
ORD001487,CUST00319,STORE020,2024-12-01
ORD001488,CUST00701,STORE001,2024-09-18
ORD001489,CUST00174,STORE004,2025-02-07
ORD001490,CUST00520,STORE001,2024-02-19
ORD001491,CUST00312,STORE015,2025-05-25
ORD001492,CUST00877,STORE010,2024-10-13
ORD001493,CUST00060,STORE003,2025-03-02
ORD001494,CUST00942,STORE011,2024-07-09
ORD001495,CUST00507,STORE004,2025-11-17
ORD001496,CUST00870,STORE014,2025-08-09
ORD001497,CUST00548,STORE014,2025-09-26
ORD001498,CUST00929,STORE013,2025-10-23
ORD001499,CUST00709,STORE013,2025-11-25
ORD001500,CUST00750,STORE018,2025-07-11
ORD001501,CUST00127,STORE007,2025-08-15
ORD001502,CUST00495,STORE016,2025-06-29
ORD001503,CUST00646,STORE012,2025-10-21
ORD001504,CUST00519,STORE007,2025-10-18
ORD001505,CUST00463,STORE011,2024-12-05
ORD001506,CUST00328,STORE007,2025-07-25
ORD001507,CUST00266,STORE008,2024-06-10
ORD001508,CUST00735,STORE005,2025-03-06
ORD001509,CUST00797,STORE020,2024-03-06
ORD001510,CUST00429,STORE012,2026-01-25
ORD001511,CUST00908,STORE009,2025-04-04
ORD001512,CUST00243,STORE020,2025-03-11
ORD001513,CUST00718,STORE019,2025-10-15
ORD001514,CUST00578,STORE001,2026-01-06
ORD001515,CUST00395,STORE017,2025-08-02
ORD001516,CUST00762,STORE004,2025-10-13
ORD001517,CUST00812,STORE020,2025-10-23
ORD001518,CUST00418,STORE016,2025-07-07
ORD001519,CUST00451,STORE015,2024-05-14
ORD001520,CUST00714,STORE017,2025-10-04
ORD001521,CUST00038,STORE008,2025-04-02
ORD001522,CUST00692,STORE007,2024-08-09
ORD001523,CUST00007,STORE003,2024-03-09
ORD001524,CUST00737,STORE018,2025-11-03
ORD001525,CUST00189,STORE010,2025-09-28
ORD001526,CUST00276,STORE007,2024-04-23
ORD001527,CUST00613,STORE016,2025-01-23
ORD001528,CUST00145,STORE005,2024-11-24
ORD001529,CUST00370,STORE020,2025-07-06
ORD001530,CUST00540,STORE004,2025-06-01
ORD001531,CUST00976,STORE006,2025-01-20
ORD001532,CUST00384,STORE007,2024-05-15
ORD001533,CUST00681,STORE012,2024-11-01
ORD001534,CUST00541,STORE013,2025-03-10
ORD001535,CUST00942,STORE010,2025-03-21
ORD001536,CUST00958,STORE015,2024-04-26
ORD001537,CUST00429,STORE001,2025-08-01
ORD001538,CUST00035,STORE015,2024-09-01
ORD001539,CUST00885,STORE008,2025-07-09
ORD001540,CUST00936,STORE003,2025-12-29
ORD001541,CUST00141,STORE012,2025-04-30
ORD001542,CUST00832,STORE019,2025-08-13
ORD001543,CUST00510,STORE014,2024-03-24
ORD001544,CUST00407,STORE004,2024-03-09
ORD001545,CUST00400,STORE002,2024-08-24
ORD001546,CUST00075,STORE004,2025-03-26
ORD001547,CUST00774,STORE016,2025-04-10
ORD001548,CUST00014,STORE020,2024-07-12
ORD001549,CUST00188,STORE007,2024-04-27
ORD001550,CUST00821,STORE017,2025-06-01
ORD001551,CUST00448,STORE020,2024-10-22
ORD001552,CUST00908,STORE017,2024-08-20
ORD001553,CUST00602,STORE013,2025-01-09
ORD001554,CUST00720,STORE004,2025-09-23
ORD001555,CUST00966,STORE008,2025-05-24
ORD001556,CUST00794,STORE020,2025-09-30
ORD001557,CUST00743,STORE015,2026-02-16
ORD001558,CUST00037,STORE017,2025-04-21
ORD001559,CUST00549,STORE004,2024-10-12
ORD001560,CUST00111,STORE011,2025-10-29
ORD001561,CUST00276,STORE019,2025-10-16
ORD001562,CUST00430,STORE020,2025-07-12
ORD001563,CUST00690,STORE015,2025-02-04
ORD001564,CUST00186,STORE007,2024-07-01
ORD001565,CUST00160,STORE011,2024-02-28
ORD001566,CUST00101,STORE004,2024-07-29
ORD001567,CUST00139,STORE001,2025-02-13
ORD001568,CUST00865,STORE012,2024-04-29
ORD001569,CUST00167,STORE014,2025-11-05
ORD001570,CUST00834,STORE005,2024-11-19
ORD001571,CUST00747,STORE001,2025-06-19
ORD001572,CUST00347,STORE001,2025-01-24
ORD001573,CUST00718,STORE006,2024-12-20
ORD001574,CUST00953,STORE019,2025-09-08
ORD001575,CUST00990,STORE017,2024-03-12
ORD001576,CUST00689,STORE003,2025-06-06
ORD001577,CUST00753,STORE011,2024-10-08
ORD001578,CUST00592,STORE003,2024-09-22
ORD001579,CUST00049,STORE012,2025-01-07
ORD001580,CUST00165,STORE015,2024-04-23
ORD001581,CUST00047,STORE008,2024-03-06
ORD001582,CUST00490,STORE008,2025-07-01
ORD001583,CUST00437,STORE017,2025-11-08
ORD001584,CUST00215,STORE008,2026-02-14
ORD001585,CUST00886,STORE009,2025-12-08
ORD001586,CUST00928,STORE019,2025-08-02
ORD001587,CUST00708,STORE020,2025-12-03
ORD001588,CUST00138,STORE018,2024-02-22
ORD001589,CUST00334,STORE008,2025-06-28
ORD001590,CUST00703,STORE012,2025-02-17
ORD001591,CUST00852,STORE018,2024-11-05
ORD001592,CUST00327,STORE010,2024-08-29
ORD001593,CUST00630,STORE003,2026-01-27
ORD001594,CUST00447,STORE020,2025-01-02
ORD001595,CUST00182,STORE020,2024-06-26
ORD001596,CUST00571,STORE019,2024-09-07
ORD001597,CUST00309,STORE017,2025-09-09
ORD001598,CUST00715,STORE002,2025-10-19
ORD001599,CUST00163,STORE003,2024-04-28
ORD001600,CUST00088,STORE018,2025-03-30
ORD001601,CUST00876,STORE002,2024-03-01
ORD001602,CUST00386,STORE009,2024-10-09
ORD001603,CUST00186,STORE014,2024-05-21
ORD001604,CUST00506,STORE004,2024-06-23
ORD001605,CUST00679,STORE004,2025-05-26
ORD001606,CUST00456,STORE007,2026-01-04
ORD001607,CUST00347,STORE002,2026-01-13
ORD001608,CUST00747,STORE010,2025-10-02
ORD001609,CUST00336,STORE002,2024-07-17
ORD001610,CUST00180,STORE020,2024-11-16
ORD001611,CUST00321,STORE011,2025-05-10
ORD001612,CUST00853,STORE012,2024-04-04
ORD001613,CUST00430,STORE018,2025-05-19
ORD001614,CUST00807,STORE019,2024-11-14
ORD001615,CUST00238,STORE012,2025-03-17
ORD001616,CUST00482,STORE013,2024-06-19
ORD001617,CUST00997,STORE013,2024-05-01
ORD001618,CUST00799,STORE014,2025-03-21
ORD001619,CUST00861,STORE006,2024-04-27
ORD001620,CUST00969,STORE018,2025-10-26
ORD001621,CUST00673,STORE013,2025-04-14
ORD001622,CUST00589,STORE017,2024-08-15
ORD001623,CUST00431,STORE012,2025-05-28
ORD001624,CUST00153,STORE017,2025-03-24
ORD001625,CUST00534,STORE004,2024-05-16
ORD001626,CUST00698,STORE017,2024-04-05
ORD001627,CUST00743,STORE006,2024-03-01
ORD001628,CUST00390,STORE007,2025-05-09
ORD001629,CUST00140,STORE020,2025-06-05
ORD001630,CUST00256,STORE001,2025-02-16
ORD001631,CUST00517,STORE019,2025-03-25
ORD001632,CUST00165,STORE013,2025-05-07
ORD001633,CUST00135,STORE002,2025-02-24
ORD001634,CUST00098,STORE020,2025-08-18
ORD001635,CUST00544,STORE007,2025-05-01
ORD001636,CUST00604,STORE002,2024-08-24
ORD001637,CUST00999,STORE012,2025-11-23
ORD001638,CUST00048,STORE015,2024-11-15
ORD001639,CUST00325,STORE003,2024-08-14
ORD001640,CUST00822,STORE007,2025-08-25
ORD001641,CUST00250,STORE013,2024-08-09
ORD001642,CUST00673,STORE016,2026-02-08
ORD001643,CUST00235,STORE010,2024-07-30
ORD001644,CUST00121,STORE019,2025-04-06
ORD001645,CUST00329,STORE007,2024-10-26
ORD001646,CUST00868,STORE014,2024-10-09
ORD001647,CUST00274,STORE016,2025-06-25
ORD001648,CUST00622,STORE009,2025-01-12
ORD001649,CUST00889,STORE012,2025-06-02
ORD001650,CUST00037,STORE011,2025-11-02
ORD001651,CUST00033,STORE014,2025-08-15
ORD001652,CUST00850,STORE020,2024-10-29
ORD001653,CUST00897,STORE010,2024-04-06
ORD001654,CUST00057,STORE019,2025-10-29
ORD001655,CUST00206,STORE002,2025-07-15
ORD001656,CUST00942,STORE010,2025-12-27
ORD001657,CUST00909,STORE017,2025-09-16
ORD001658,CUST00687,STORE005,2025-10-07
ORD001659,CUST00625,STORE016,2025-12-23
ORD001660,CUST00364,STORE019,2024-08-20
ORD001661,CUST00062,STORE019,2025-01-09
ORD001662,CUST00077,STORE016,2025-08-06
ORD001663,CUST00646,STORE002,2025-04-03
ORD001664,CUST00830,STORE012,2024-03-18
ORD001665,CUST00314,STORE012,2026-01-30
ORD001666,CUST00635,STORE006,2024-09-18
ORD001667,CUST00944,STORE009,2024-10-06
ORD001668,CUST00358,STORE008,2025-12-30
ORD001669,CUST00456,STORE014,2024-07-02
ORD001670,CUST00839,STORE010,2024-12-31
ORD001671,CUST00644,STORE010,2024-07-16
ORD001672,CUST00634,STORE002,2024-06-10
ORD001673,CUST00837,STORE003,2025-03-22
ORD001674,CUST00022,STORE014,2024-08-26
ORD001675,CUST00073,STORE009,2025-06-25
ORD001676,CUST00406,STORE018,2025-01-02
ORD001677,CUST00454,STORE003,2025-12-27
ORD001678,CUST00647,STORE017,2024-11-30
ORD001679,CUST00176,STORE019,2025-07-31
ORD001680,CUST00981,STORE011,2025-04-07
ORD001681,CUST00631,STORE016,2025-08-14
ORD001682,CUST00955,STORE015,2024-08-24
ORD001683,CUST00262,STORE008,2024-12-16
ORD001684,CUST00895,STORE014,2024-04-01
ORD001685,CUST00580,STORE017,2025-07-08
ORD001686,CUST00588,STORE018,2024-04-02
ORD001687,CUST00163,STORE005,2024-07-04
ORD001688,CUST00180,STORE007,2026-01-16
ORD001689,CUST00354,STORE009,2024-05-09
ORD001690,CUST00116,STORE006,2024-10-02
ORD001691,CUST00826,STORE009,2024-07-27
ORD001692,CUST00137,STORE003,2024-03-12
ORD001693,CUST00577,STORE014,2026-01-24
ORD001694,CUST00594,STORE016,2025-06-09
ORD001695,CUST00563,STORE014,2025-11-20
ORD001696,CUST00864,STORE002,2024-06-25
ORD001697,CUST00071,STORE007,2025-05-07
ORD001698,CUST00087,STORE004,2025-08-31
ORD001699,CUST00250,STORE016,2024-06-30
ORD001700,CUST00949,STORE014,2025-11-13
ORD001701,CUST00856,STORE013,2024-07-25
ORD001702,CUST00785,STORE012,2025-06-16
ORD001703,CUST00937,STORE013,2025-04-15
ORD001704,CUST00127,STORE012,2025-03-14
ORD001705,CUST00582,STORE005,2025-02-18
ORD001706,CUST00546,STORE003,2024-09-08
ORD001707,CUST00647,STORE016,2025-05-11
ORD001708,CUST00661,STORE008,2025-03-17
ORD001709,CUST00154,STORE004,2025-12-24
ORD001710,CUST00648,STORE007,2024-02-19
ORD001711,CUST00062,STORE009,2025-02-22
ORD001712,CUST00363,STORE009,2025-03-17
ORD001713,CUST00785,STORE016,2025-05-08
ORD001714,CUST00158,STORE004,2026-02-16
ORD001715,CUST00305,STORE020,2025-04-04
ORD001716,CUST00259,STORE013,2024-03-08
ORD001717,CUST00928,STORE007,2024-08-24
ORD001718,CUST00700,STORE008,2024-05-30
ORD001719,CUST00835,STORE019,2025-10-08
ORD001720,CUST00645,STORE017,2025-03-09
ORD001721,CUST00138,STORE012,2026-02-04
ORD001722,CUST00363,STORE015,2025-09-18
ORD001723,CUST00206,STORE008,2024-05-30
ORD001724,CUST00975,STORE017,2024-09-09
ORD001725,CUST00456,STORE001,2025-08-12
ORD001726,CUST00436,STORE019,2024-10-31
ORD001727,CUST00167,STORE014,2025-05-13
ORD001728,CUST00851,STORE003,2025-02-17
ORD001729,CUST00845,STORE014,2025-11-18
ORD001730,CUST00458,STORE010,2024-10-12
ORD001731,CUST00422,STORE007,2025-11-10
ORD001732,CUST00006,STORE019,2024-03-23
ORD001733,CUST00206,STORE006,2024-10-12
ORD001734,CUST00492,STORE003,2024-07-03
ORD001735,CUST00780,STORE008,2025-12-15
ORD001736,CUST00200,STORE004,2025-04-28
ORD001737,CUST00521,STORE012,2024-07-03
ORD001738,CUST00333,STORE020,2024-08-20
ORD001739,CUST00935,STORE018,2024-10-19
ORD001740,CUST00040,STORE012,2026-01-04
ORD001741,CUST00339,STORE009,2024-07-08
ORD001742,CUST00550,STORE014,2025-09-07
ORD001743,CUST00552,STORE018,2025-02-26
ORD001744,CUST00024,STORE007,2026-02-01
ORD001745,CUST00608,STORE006,2025-10-01
ORD001746,CUST00279,STORE008,2025-11-16
ORD001747,CUST00699,STORE015,2025-03-27
ORD001748,CUST00486,STORE019,2025-02-06
ORD001749,CUST00807,STORE015,2024-02-18
ORD001750,CUST00921,STORE019,2026-01-07
ORD001751,CUST00441,STORE019,2025-09-17
ORD001752,CUST00434,STORE013,2024-12-19
ORD001753,CUST00118,STORE002,2025-06-23
ORD001754,CUST00558,STORE002,2025-01-19
ORD001755,CUST00562,STORE020,2025-06-01
ORD001756,CUST00132,STORE017,2025-07-27
ORD001757,CUST00366,STORE016,2025-03-04
ORD001758,CUST00772,STORE012,2024-08-08
ORD001759,CUST00015,STORE015,2025-07-14
ORD001760,CUST00681,STORE020,2024-06-23
ORD001761,CUST00634,STORE020,2024-09-05
ORD001762,CUST00316,STORE009,2024-05-21
ORD001763,CUST00961,STORE012,2024-07-17
ORD001764,CUST00074,STORE007,2025-03-27
ORD001765,CUST00834,STORE016,2025-10-21
ORD001766,CUST00052,STORE020,2025-02-04
ORD001767,CUST00972,STORE010,2024-11-04
ORD001768,CUST00450,STORE005,2024-05-16
ORD001769,CUST00832,STORE014,2024-05-08
ORD001770,CUST00475,STORE007,2025-09-18
ORD001771,CUST00396,STORE007,2025-12-03
ORD001772,CUST00700,STORE014,2025-07-28
ORD001773,CUST00410,STORE008,2024-02-20
ORD001774,CUST00828,STORE001,2026-02-01
ORD001775,CUST00869,STORE008,2025-02-05
ORD001776,CUST00877,STORE010,2025-08-07
ORD001777,CUST00268,STORE017,2025-12-13
ORD001778,CUST00369,STORE007,2024-07-09
ORD001779,CUST00360,STORE003,2024-07-03
ORD001780,CUST00021,STORE014,2025-07-07
ORD001781,CUST00264,STORE005,2024-10-17
ORD001782,CUST00950,STORE001,2024-06-13
ORD001783,CUST00726,STORE011,2025-04-25
ORD001784,CUST00541,STORE018,2024-02-24
ORD001785,CUST00403,STORE020,2024-09-04
ORD001786,CUST00093,STORE018,2025-11-29
ORD001787,CUST00561,STORE009,2025-03-12
ORD001788,CUST00154,STORE005,2025-05-03
ORD001789,CUST00369,STORE013,2025-08-30
ORD001790,CUST00196,STORE008,2024-05-17
ORD001791,CUST00475,STORE010,2025-01-29
ORD001792,CUST00437,STORE005,2024-06-23
ORD001793,CUST00791,STORE020,2024-04-08
ORD001794,CUST00431,STORE008,2025-12-20
ORD001795,CUST00612,STORE005,2025-12-17
ORD001796,CUST00198,STORE007,2025-04-27
ORD001797,CUST00950,STORE008,2025-08-21
ORD001798,CUST00111,STORE018,2024-04-19
ORD001799,CUST00866,STORE002,2025-10-09
ORD001800,CUST00620,STORE005,2024-12-14
ORD001801,CUST00531,STORE015,2025-03-03
ORD001802,CUST00061,STORE018,2025-07-09
ORD001803,CUST00770,STORE012,2025-11-13
ORD001804,CUST00885,STORE003,2025-02-15
ORD001805,CUST00497,STORE017,2025-11-22
ORD001806,CUST00881,STORE001,2025-05-10
ORD001807,CUST00509,STORE006,2025-02-08
ORD001808,CUST00507,STORE011,2025-09-21
ORD001809,CUST00150,STORE015,2025-08-21
ORD001810,CUST00108,STORE016,2025-03-11
ORD001811,CUST00453,STORE020,2026-01-23
